"Length 
(ft)",Year,Make_Antares,Country_France,Make_Fountaine Pajot,Country_Martinique,Region_Caribbean,Make_Outremer,Make_Leopard,Make_Lagoon,Region_Europe,Country_Croatia,GDP,Country_Texas,Region_USA,Country_Greece,Make_Bali,Country_Mexico,Country_Spain,Make_Nautitech,Listing Price (USD)
43.6,2016,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,399000.0
39.0,2017,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,495000.0
43.6,2017,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,450000.0
45.7,2018,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,828000.0
45.7,2018,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,828000.0
41.0,2019,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,499000.0
45.7,2019,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,874000.0
45.7,2019,0,0,1,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,874000.0
38.0,2005,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,219000.0
40.5,2005,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,235000.0
44.6,2005,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,320000.0
44.6,2006,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,349000.0
44.6,2007,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,349000.0
49.0,2007,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,435000.0
38.0,2008,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,229000.0
41.0,2008,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,375000.0
41.0,2009,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,309000.0
41.0,2009,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,280000.0
51.0,2009,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,425000.0
45.8,2011,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,499000.0
52.0,2013,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,759000.0
45.8,2014,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,499000.0
39.0,2016,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,429000.0
52.0,2017,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,1045000.0
45.8,2018,0,0,0,0,0,0,0,1,0,0,62136.0,0,1,0,0,0,0,0,649900.0
44.6,2005,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,320000.0
44.6,2007,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,294000.0
41.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,396000.0
41.0,2009,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,280000.0
45.8,2011,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,499000.0
45.8,2012,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,459950.0
45.8,2013,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,510000.0
38.0,2014,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,264000.0
38.0,2016,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,335000.0
45.8,2018,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,649900.0
37.5,2011,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,339000.0
42.5,2011,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,459000.0
42.5,2011,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,459000.0
42.5,2015,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,569000.0
42.5,2015,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,567000.0
45.0,2019,0,0,0,0,0,0,1,0,0,0,62136.0,0,1,0,0,0,0,0,689000.0
39.0,2006,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,215500.0
46.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,449000.0
46.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,385000.0
37.5,2011,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,339000.0
46.0,2011,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,480000.0
42.5,2015,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,569000.0
42.5,2015,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,567000.0
45.0,2019,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,689000.0
41.6,2016,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,499900.0
42.0,2005,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,269500.0
42.0,2005,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,249900.0
42.0,2005,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,249900.0
42.0,2006,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,269900.0
42.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,270000.0
42.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,270000.0
40.0,2006,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,1,199990.0
56.0,2015,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,999000.0
41.0,2018,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,595000.0
41.0,2018,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,595000.0
38.0,2010,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,329950.0
50.0,2008,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,365000.0
50.0,2010,0,0,0,0,0,0,0,0,0,0,62136.0,0,1,0,0,0,0,0,595000.0
39.0,2008,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,218645.0
40.0,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,1,0,0,0,425604.0
40.0,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,1,0,0,0,425144.0
44.6,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,1,0,0,0,510689.0
41.0,2019,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,1,0,0,0,484598.0
41.0,2019,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,1,0,0,0,483808.0
50.0,2007,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,703279.0
50.0,2008,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,709342.0
39.0,2008,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,194562.0
39.0,2008,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,194401.0
43.0,2008,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,338636.0
39.0,2010,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,218882.0
39.0,2010,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,205506.0
39.0,2010,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,205284.0
43.6,2012,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,520699.0
47.0,2012,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,358056.0
39.0,2013,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,328323.0
47.0,2013,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,473732.0
47.0,2013,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,473362.0
47.0,2013,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,473362.0
43.6,2015,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,510689.0
49.0,2015,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,843556.0
43.6,2016,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,625569.0
39.0,2017,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,497637.0
39.0,2019,0,1,1,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,455511.0
41.0,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,338900.0
41.0,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,338636.0
41.0,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,338028.0
41.0,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,337640.0
44.6,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,376652.0
44.6,2008,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,376262.0
45.8,2010,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,479431.0
45.8,2011,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,533522.0
45.8,2011,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,510725.0
45.8,2011,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,510302.0
45.8,2011,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,510172.0
45.8,2012,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,472895.0
45.8,2012,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,411782.0
45.8,2012,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,411461.0
45.8,2013,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,462084.0
45.8,2013,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,400850.0
45.8,2013,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,400537.0
38.4,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,334042.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,321644.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,315778.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,315778.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,315575.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,315575.0
39.0,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,315575.0
45.8,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,518675.0
45.8,2014,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,517759.0
38.4,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,327389.0
38.4,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,303982.0
38.4,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,303437.0
38.4,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,279380.0
38.4,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,279162.0
45.8,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,516246.0
45.8,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,515844.0
45.8,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,504030.0
45.8,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,503208.0
52.0,2015,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,838140.0
39.0,2016,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,455156.0
39.0,2016,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,454706.0
52.0,2016,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,923169.0
52.0,2016,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,843556.0
52.0,2016,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,840000.0
42.5,2017,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,534050.0
45.8,2017,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,582024.0
38.5,2018,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,451515.0
42.5,2018,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,460836.0
42.5,2018,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,460370.0
38.5,2019,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,460836.0
38.5,2019,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,455973.0
42.5,2019,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,709128.0
45.8,2019,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,595120.0
45.8,2019,0,1,0,0,0,0,0,1,1,0,43658.0,0,0,0,0,0,0,0,594150.0
56.0,2007,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,705237.0
52.0,2014,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,972741.0
45.8,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,516769.0
52.0,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,838989.0
52.0,2016,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,0,924104.0
39.0,2008,0,1,0,0,0,0,1,0,1,0,43658.0,0,0,0,0,0,0,0,273094.0
39.5,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,388400.0
39.5,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,352214.0
39.5,2015,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,351987.0
39.5,2017,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,479431.0
39.5,2018,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,449438.0
39.5,2018,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,449087.0
39.5,2018,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,443019.0
45.0,2018,0,1,0,0,0,0,0,0,1,0,43658.0,0,0,0,0,0,0,1,547205.0
49.0,2010,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,763449.0
49.0,2011,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,812664.0
49.0,2011,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,811999.0
45.0,2015,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,825350.0
45.0,2019,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,873367.0
45.0,2019,0,1,0,0,0,1,0,0,1,0,43658.0,0,0,0,0,0,0,0,872686.0
44.6,2005,0,0,0,0,0,0,0,0,0,0,55846.0,0,1,0,0,0,0,0,379000.0
41.0,2007,0,0,0,0,0,0,0,1,1,0,51203.0,0,0,0,0,0,0,0,314925.0
44.6,2015,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,455973.0
44.6,2015,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,455627.0
44.6,2015,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,454706.0
40.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,395204.0
40.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,357702.0
40.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,348995.0
41.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,388650.0
41.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,388400.0
42.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,462052.0
43.0,2016,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,480291.0
42.0,2017,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,452325.0
43.0,2017,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,449087.0
44.6,2017,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,426790.0
44.6,2017,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,350908.0
41.0,2018,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,406606.0
41.0,2019,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,304103.0
43.0,2019,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,522319.0
43.0,2019,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,1,0,0,0,521912.0
43.6,2006,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,267617.0
38.7,2007,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,202496.0
38.7,2008,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,202496.0
38.7,2008,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,200071.0
38.7,2008,0,0,0,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,193332.0
39.0,2006,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,200642.0
39.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,188278.0
39.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,187945.0
43.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,328300.0
43.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,328300.0
43.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,327968.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,503706.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,376556.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,376262.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,346188.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,345919.0
47.0,2008,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,333781.0
43.6,2012,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,449893.0
43.6,2012,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,449438.0
43.6,2013,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,479824.0
43.6,2013,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,443382.0
43.6,2013,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,443019.0
49.0,2016,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,825350.0
39.0,2017,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,473732.0
39.0,2017,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,473362.0
39.0,2018,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,398929.0
45.7,2018,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,778247.0
45.7,2018,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,778247.0
45.7,2018,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,778247.0
45.7,2018,0,0,1,0,0,0,0,0,1,0,20192.0,0,0,1,0,0,0,0,777300.0
44.6,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,325285.0
44.6,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,321976.0
44.6,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,321644.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,515334.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,461585.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,461225.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,423929.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,423599.0
51.0,2006,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,418330.0
44.6,2007,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,297676.0
44.6,2007,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,297369.0
41.0,2008,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,358335.0
41.0,2008,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,358056.0
41.0,2008,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,303982.0
41.0,2008,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,303633.0
51.0,2009,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,521912.0
51.0,2009,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,503208.0
39.0,2010,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,267233.0
39.0,2010,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,267025.0
42.0,2010,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,285231.0
38.0,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,236447.0
45.8,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,516246.0
45.8,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,515844.0
45.8,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,472895.0
45.8,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,448644.0
45.8,2011,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,407335.0
39.0,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,291300.0
39.0,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,279162.0
45.8,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,486249.0
45.8,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,400850.0
45.8,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,400537.0
45.8,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,388802.0
45.8,2012,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,388016.0
39.0,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,321895.0
39.0,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,321644.0
42.0,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,423599.0
44.6,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,424206.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,528393.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,527981.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,504610.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,424536.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,419177.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,418330.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,383017.0
45.8,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,382727.0
52.0,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,947207.0
52.0,2013,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,946725.0
38.4,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,388554.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,361697.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,358056.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,333996.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,333781.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,333781.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327923.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327923.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327923.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327923.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327712.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327712.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327712.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327712.0
39.0,2014,0,0,0,0,0,0,0,1,1,0,20192.0,0,0,1,0,0,0,0,327712.0
